1494201603,182.64,-0.124396161,0
1494201663,177.66,-0.124396161,0
1494201723,173.59,-0.124396161,0
1494201783,172.49,-0.124396161,0
1494201843,167.56,-0.124396161,0
1494201903,162.94,-0.124396161,0
1494201963,165.71,-0.124396161,0
1494202023,159.93,-0.124396161,0
1494202083,160.85,-0.124396161,0
1494202143,172.92,-0.124396161,0
1494202203,161.16,-0.111801228,0
1494202263,160.48,-0.111801228,0
1494202323,161.28,-0.111801228,0
1494202383,160.85,-0.111801228,0
1494202443,160.48,-0.111801228,0
1494202503,159.13,-0.111801228,0
1494202563,157.47,-0.111801228,0
1494202623,154.82,-0.111801228,0
1494202683,153.71,-0.111801228,0
1494202743,153.22,-0.111801228,0
1494202803,152.3,-0.111801228,0
1494202863,152.36,-0.111801228,0
1494202923,156.54,-0.111801228,0
1494202983,150.7,-0.111801228,0
1494203043,152.11,-0.111801228,0
1494203103,148.66,-0.111801228,0
1494203163,148.54,-0.111801228,0
1494203223,161.71,-0.111801228,0
1494203283,172.79,-0.111801228,0
1494203343,150.57,-0.111801228,0
1494203403,147.56,-0.111801228,0
1494203463,145.77,-0.111801228,0
1494203523,145.59,-0.111801228,0
1494203583,143.06,-0.111801228,0
1494203643,156.67,-0.111801228,0
1494203703,140.72,-0.111801228,0
1494203763,161.84,-0.111801228,0
1494203823,147.62,-0.111801228,0
1494203883,141.95,-0.111801228,0
1494203943,143.37,-0.111801228,0
1494204003,145.65,-0.111801228,0
1494204063,147.06,-0.111801228,0
1494204123,155,-0.111801228,0
1494204183,147.74,-0.111801228,0
1494204243,142.14,-0.111801228,0
1494204303,137.03,-0.099206295,0
1494204363,172.18,-0.111801228,0
1494204423,153.65,-0.111801228,0
1494204483,137.89,-0.111801228,0
1494204543,136.42,-0.111801228,0
1494204603,167.19,-0.111801228,0
1494204663,177.1,-0.111801228,0
1494204723,174.76,-0.111801228,0
1494204783,133.52,-0.111801228,0
1494204843,133.77,-0.111801228,0
1494204903,134.69,-0.099206295,0
1494204963,133.34,-0.111801228,0
1494205023,132.84,-0.111801228,0
1494205083,132.78,-0.111801228,0
1494205143,132.29,-0.099206295,0
1494205203,131.74,-0.111801228,0
1494205263,131.86,-0.111801228,0
1494205323,131.68,-0.099206295,0
1494205383,131.37,-0.111801228,0
1494205443,131.31,-0.111801228,0
1494205503,131.37,-0.099206295,0
1494205563,131.43,-0.099206295,0
1494205623,131.92,-0.099206295,0
1494205683,131.31,-0.111801228,0
1494205743,130.81,-0.111801228,0
1494205803,130.51,-0.099206295,0
1494205863,130.81,-0.099206295,0
1494205923,130.88,-0.099206295,0
1494205983,130.51,-0.099206295,0
1494206043,129.95,-0.099206295,0
1494206103,131.61,-0.111801228,0
1494206163,129.83,-0.099206295,0
1494206223,129.4,-0.111801228,0
1494206283,128.97,-0.099206295,0
1494206343,128.97,-0.111801228,0
1494206403,128.11,-0.111801228,0
1494206463,127.06,-0.099206295,0
1494206523,126.07,-0.099206295,0
1494206583,125.34,-0.099206295,0
1494206643,125.83,-0.099206295,0
1494206703,128.91,-0.099206295,0
1494206763,132.29,-0.111801228,0
1494206823,128.29,-0.111801228,0
1494206883,120.97,-0.099206295,0
1494206943,121.03,-0.099206295,0
1494207003,125.21,-0.099206295,0
1494207063,119.36,-0.099206295,0
1494207123,118.93,-0.099206295,0
1494207183,118.44,-0.099206295,0
1494207243,117.95,-0.099206295,0
1494207303,117.95,-0.099206295,0
1494207363,117.7,-0.099206295,0
1494207423,117.52,-0.099206295,0
1494207483,117.27,-0.099206295,0
1494207543,117.27,-0.111801228,0
1494207603,117.21,-0.099206295,0
1494207663,123.3,-0.099206295,0
1494207723,118.13,-0.099206295,0
1494207783,117.03,-0.111801228,0
1494207843,117.21,-0.099206295,0
1494207903,117.52,-0.099206295,0
1494207963,145.34,-0.099206295,0
1494208023,116.9,-0.099206295,0
1494208083,117.46,-0.099206295,0
1494208143,118.56,-0.099206295,0
1494208203,118.38,-0.099206295,0
1494208263,117.21,-0.099206295,0
