"referenceId","Bodega","SKU","Entry ID","Fecha de entrada","Fecha de vencimiento","Inv Entra","Inv Vendido","Inv en Transito","Inv Dañado","Inv Destruido","Inv Donado","Inv Mercadeo","Inv Ajustado","Inv Disponible","Precio Unidad","Vence en","Días de Inv","En Bodega"
"1670","Esmalte Moscu",Quick,ES52,2,,0,,,,,,,,,1450,,,
"1671","Esmalte Munich ",Quick,ES53,2,,0,,,,,,,,,1450,,,
"1672","Esmalte Nagasaki ",Quick,ES54,2,,0,,,,,,,,,1450,,,
"1673","Esmalte Nashville ",Quick,ES56,2,,0,,,,,,,,,1450,,,
"1674","Esmalte Newcastle ",Quick,ES58,2,,0,,,,,,,,,1450,,,
"1675","Esmalte Newyork ",Quick,ES59,2,,0,,,,,,,,,1450,,,
"1676","Esmalte Orlando",Quick,ES60,2,,0,,,,,,,,,1450,,,
"1677","Esmalte Oslo ",Quick,ES61,2,,0,,,,,,,,,1450,,,
"1678","Esmalte Ottawa ",Quick,ES62,2,,0,,,,,,,,,1450,,,
"1679","Esmalte Pamplona ",Quick,ES63,2,,0,,,,,,,,,1450,,,
"1680","Esmalte Paris ",Quick,ES64,2,,0,,,,,,,,,1450,,,
"1681","Esmalte Pekin ",Quick,ES65,2,,0,,,,,,,,,1450,,,
"1682","Esmalte Phoenix ",Quick,ES66,2,,0,,,,,,,,,1450,,,
"1683","Esmalte Pisa ",Quick,ES67,2,,0,,,,,,,,,1450,,,
"1684","Esmalte Portland ",Quick,ES68,2,,0,,,,,,,,,1450,,,
"1685","Esmalte Porto ",Quick,ES69,2,,0,,,,,,,,,1450,,,
"1686","Esmalte Roma ",Quick,ES70,2,,0,,,,,,,,,1450,,,
"1687","Esmalte Santiago ",Quick,ES72,2,,0,,,,,,,,,1450,,,
"1688","Esmalte Saopaulo ",Quick,ES73,2,,0,,,,,,,,,1450,,,
"1689","Esmalte Seul ",Quick,ES75,2,,0,,,,,,,,,1450,,,
"1690","Esmalte Sevilla ",Quick,ES77,2,,0,,,,,,,,,1450,,,
"1691","Esmalte Shanghai ",Quick,ES78,2,,0,,,,,,,,,1450,,,
"1692","Esmalte Sidney ",Quick,ES79,2,,0,,,,,,,,,1450,,,
"1693","Esmalte Singapur ",Quick,ES81,2,,0,,,,,,,,,1450,,,
"1694","Esmalte Taiwan",Quick,ES82,2,,0,,,,,,,,,1450,,,
"1695","Esmalte Tampa ",Quick,ES83,2,,0,,,,,,,,,1450,,,
"1696","Esmalte Tokio ",Quick,ES84,2,,0,,,,,,,,,1450,,,
"1704","Corona Rey Dorado",Quick,PC00001,2,,0,,,,,,,,,1513,,,
"1705","Corona Niña Feliz cumpleaños",Quick,PC00002,2,,0,,,,,,,,,1311,,,
"1706","Diadema Corona colores",Quick,PC00004,2,,0,,,,,,,,,1513,,,
"1707","Diadema Unicornio Arcoíris",Quick,PC00006,2,,0,,,,,,,,,3025,,,
"1708","sticker Neón Bandera Colombia",Quick,PD00001,2,,0,,,,,,,,,1513,,,
"1709","pelota Espuma Corazón Colombia ",Quick,PFD00033,2,,0,,,,,,,,,1176,,,
"1710","Pelota Espuma Carita Colombia ",Quick,PFD00034,2,,0,,,,,,,,,1176,,,
"1711","Llavero Espuma Pelota Caritas ",Quick,PFD00036,2,,0,,,,,,,,,941,,,
"1712","Gafas HL Party",Quick,PC00009,2,,0,,,,,,,,,2353,,,
"1713","Gafas niña Coneja",Quick,PC00013,2,,0,,,,,,,,,1681,,,
"1715","Coche plástico Transformable Amarillo",Quick,8102AMARILLO,2,,0,,,,,,,,,7059,,,
"1716","Coche plástico Transformable Rojo",Quick,8102ROJO,2,,0,,,,,,,,,7059,,,
"1717","Coche Plástico Policia  Luz y Sonido",Quick,A5522B-12P,2,,0,,,,,,,,,4034,,,
"1719","Sticker ojos neón",Quick,PD00016,2,,0,,,,,,,,,1513,,,
"1720","Popper 80cm",Quick,ST8380,2,,0,,,,,,,,,6387,,,
"1721","Popper 60cm NEW ",Quick,ST8360,2,,0,,,,,,,,,5042,,,
"1722","Llavero Espuma Pelota Colombia ",Quick,PFD00037,2,,0,,,,,,,,,941,,,
"1724","Sticker neón (EMOJI)",Quick,PD00004,2,,0,,,,,,,,,1513,,,
"1725","Camion  Ojitos Verde",Quick,2016-7VERDE,2,,0,,,,,,,,,6387,,,
"1726","Camion Ojitos Naranja",Quick,2016-7NARANJA,2,,0,,,,,,,,,6387,,,
"1727","Camion Ojitos Amarillo",Quick,2016-7AMARILLO,2,,0,,,,,,,,,6387,,,
"1729","Parlante Bluetooth Perro",Quick,BM6,2,,0,,,,,,,,,30252,,,
"1730","Parlante Bluetooth Ratón",Quick,BM7,2,,0,,,,,,,,,30252,,,
"1731","Parlante Bluetooth Gato",Quick,BM8,2,,0,,,,,,,,,30252,,,
"1732","Parlante Bluetooth Oso",Quick,BM9,2,,0,,,,,,,,,30252,,,
"1733","Cochito plástico Amarillo",Quick,7778-6AMARILLO,2,,0,,,,,,,,,3529,,,
"1734","Cochito plástico Azul",Quick,7778-6AZUL,2,,0,,,,,,,,,3529,,,
"1735","Cochito plástico Naranja",Quick,7778-6NARANJA,2,,0,,,,,,,,,3529,,,
"1736","Smirnoff X1 botella ",Quick,5410316951821,2,,0,,,,,,,,,16939,,,
"1737","Ron Santa Fe Añejo Botella",Quick,7702404001043,2,,0,,,,,,,,,15752,,,
"1738","Aguardiente Nectar Verde Sin Azucar",Quick,7702404005287,2,,0,,,,,,,,,16938,,,
"1740","Aguardiente Nectar Rojo Sin Azucar",Quick,7702404008042,2,,0,,,,,,,,,12183,,,
"1741","Aguardiente Antioqueño Sin Azucar Botella",Quick,7702049000531,2,,0,,,,,,,,,19004,,,
"1742","Ron Viejo De Caldas Botella",Quick,7702168217308,2,,0,,,,,,,,,20894,,,
"1744","Cervezas Tecate ",Quick,75002459,2,,0,,,,,,,,,1700,,,
"1745","Cerveza Corona Botella ",Quick,75032715,2,,0,,,,,,,,,3200,,,
"1746","Crema Antiedad Ojos",Quick,8809373460136,2,,0,,,,,,,,,32602,,,
"1748","Paño Limpiador Humectante",Quick,8809373460365,2,,0,,,,,,,,,12529,,,
"1750","Ancheta Farolito",Multiservicios Colombia,anch0001,16,,0,,,,,,,,,9280,,,
"1751","Ancheta Estrellita",Multiservicios Colombia,anch0002,16,,0,,,,,,,,,11798,,,
"1752","Ancheta Velita",Multiservicios Colombia,anch0003,16,,0,,,,,,,,,16902,,,
"1753","Ancheta Campanita",Multiservicios Colombia,anch0004,16,,0,,,,,,,,,21004,,,
"1754","Ancheta Pastorcita",Multiservicios Colombia,anch0005,16,,0,,,,,,,,,25529,,,
"1755","Ancheta Lucecita",Multiservicios Colombia,anch0006,16,,0,,,,,,,,,28461,,,
"1756","Ancheta Noche Buena",Multiservicios Colombia,anch0007,16,,0,,,,,,,,,38496,,,
"1757","Ancheta Trineo",Multiservicios Colombia,anch0008,16,,0,,,,,,,,,48174,,,
"1758","Ancheta Reyes Magos",Multiservicios Colombia,anch0009,16,,0,,,,,,,,,57500,,,
"1759","Ancheta familiar",Multiservicios Colombia,anch0010,16,,0,,,,,,,,,67115,,,
"1760","Matrimonio #1",Multiservicios Colombia,matr0001,16,,0,,,,,,,,,5135,,,
"1761","Matrimonio #2",Multiservicios Colombia,matr0002,16,,0,,,,,,,,,6054,,,
"1762","Matrimonio #3",Multiservicios Colombia,matr0003,16,,0,,,,,,,,,6981,,,
"1763","Matrimonio #4",Multiservicios Colombia,matr0004,16,,0,,,,,,,,,6981,,,
"1764","Matrimonio #5",Multiservicios Colombia,matr0005,16,,0,,,,,,,,,33023,,,
"1765","Matrimonio #6",Multiservicios Colombia,matr0006,16,,0,,,,,,,,,46008,,,
"1766","Matrimonio #7",Multiservicios Colombia,matr0007,16,,0,,,,,,,,,55000,,,
"1767","Matrimonio #8",Multiservicios Colombia,matr0008,16,,0,,,,,,,,,24000,,,
"1768","Combo navideño #1",Multiservicios Colombia,comb0001,16,,0,,,,,,,,,12000,,,
"1769","Combo navideño#2",Multiservicios Colombia,comb0002,16,,0,,,,,,,,,12000,,,
"1770","Combo navideño #3",Multiservicios Colombia,comb0003,16,,0,,,,,,,,,25000,,,
"1771","Combo navideño #4",Multiservicios Colombia,comb0004,16,,0,,,,,,,,,35000,,,
"1772","Camara Inalambrica Wifi Te Veo ",Quick,ciw001,2,,0,,,,,,,,,110924,,,
"1773","Alarma Inteligente con Wifi",Quick,aliw002,2,,0,,,,,,,,,126050,,,
"1774","Combo navideño #5",Multiservicios Colombia,comb0005,16,,0,,,,,,,,,35000,,,
"1775","Combo navideño #6",Multiservicios Colombia,comb0006,16,,0,,,,,,,,,45000,,,
"1776","Combo navideño #7",Multiservicios Colombia,comb0007,16,,0,,,,,,,,,45000,,,
"1777","Combo navideño #8",Multiservicios Colombia,comb0008,16,,0,,,,,,,,,28000,,,
"1778","Combo navideño #9",Multiservicios Colombia,comb0009,16,,0,,,,,,,,,47000,,,
"1779","Combo navideño #10",Multiservicios Colombia,comb0010,16,,0,,,,,,,,,50000,,,
"1780","Combo navideño #11",Multiservicios Colombia,comb0011,16,,0,,,,,,,,,38000,,,
"1781","Combo navideño #12",Multiservicios Colombia,comb0012,16,,0,,,,,,,,,45000,,,
"1782","Combo navideño #15",Multiservicios Colombia,comb0015,16,,0,,,,,,,,,28000,,,
"1783","Combo navideño #16",Multiservicios Colombia,comb0016,16,,0,,,,,,,,,35000,,,
"1784","Combo navideño #17",Multiservicios Colombia,comb0017,16,,0,,,,,,,,,38000,,,
"1785","Combo navideño #18",Multiservicios Colombia,comb0018,16,,0,,,,,,,,,25000,,,
"1786","Vestido para Vino",Multiservicios Colombia,vest0001,16,,0,,,,,,,,,6500,,,
"1787","Bolsa para vino en yute",Multiservicios Colombia,Bols0001,16,,0,,,,,,,,,8500,,,
"1788","Bolsa en yute",Multiservicios Colombia,Bols0002,16,,0,,,,,,,,,9500,,,
"1789","Cena de Paz",Alimentos La Cali,7707229493240,13,,0,,,,,,,,,14622,,,
"1790","Cena de Esperanza",Alimentos La Cali,7707229498986,13,,0,,,,,,,,,49916,,,
"1791","Costilla en salsa BBQ ",Alimentos La Cali,7707229493639,13,,0,,,,,,,,,25210,,,
"1792","Pavo Roma Tajado",Alimentos La Cali,7707229497316,13,,0,,,,,,,,,24202,,,
"1793","Pavo Roma ",Alimentos La Cali,7707229493295,13,,0,,,,,,,,,45883,,,
"1794","Pavo Pechuga Tajado",Alimentos La Cali,7707229497569,13,,0,,,,,,,,,18655,,,
"1795","Pernil de Cerdo Gourmet ",Alimentos La Cali,7707229493288,13,,0,,,,,,,,,28235,,,
"1796","Pernil de Cerdo",Alimentos La Cali,7707229498023,13,,0,,,,,,,,,25714,,,
"1797","Pollo Relleno",Alimentos La Cali,7707229492700,13,,0,,,,,,,,,21176,,,
"1798","Pernil Casero 2.5kg",Alimentos La Cali,7707229493394,13,,0,,,,,,,,,65546,,,
"1799","Pernil Casero 5kg",Alimentos La Cali,2955544000000,13,,0,,,,,,,,,129076,,,
"1800","Cafetera Negra",Newell,34264484740,3,,0,,,,,,,,,50000,,,
"1801","Cafetera Roja",Newell,34264484849,3,,0,,,,,,,,,50000,,,
"1802","Cafetera Switch",Newell,34264484641,3,,0,,,,,,,,,73109,,,
"1803","Cafetera Programable",Newell,34264484689,3,,0,,,,,,,,,88235,,,
"1804","Cafetera Programable ",Newell,34264440739,3,,0,,,,,,,,,107563,,,
"1805","Cafetera Gourmet Collection",Newell,34264458512,3,,0,,,,,,,,,215126,,,
"1806","Cafetera para Espresso y Capuccino",Newell,34264448315,3,,0,,,,,,,,,122689,,,
"1807","Prima latte 15 bar -Plateada-",Newell,34264448254,3,,0,,,,,,,,,360504,,,
"1809","Prima latte 15 bar -Roja-",Newell,34264453890,3,,0,,,,,,,,,360504,,,
"1810","Prima latte 19 bar -Roja-",Newell,34264489059,3,,0,,,,,,,,,559664,,,
"1811","Exprimidor cítricos",Newell,34264473805,3,,0,,,,,,,,,44118,,,
"1812","Exprimidor  75 w",Newell,34264451209,3,,0,,,,,,,,,73950,,,
"1813","Extractor 400 w",Newell,34264424876,3,,0,,,,,,,,,106303,,,
"1814","Extractor 450 w",Newell,34264421400,3,,0,,,,,,,,,157143,,,
"1815","Extractor 600 w ",Newell,34264421455,3,,0,,,,,,,,,173950,,,
"1816","Extractor de Jugo Extra Large Gris",Newell,34264471221,3,,0,,,,,,,,,228571,,,
"1817","Extractor de Jugo Extra Large Rojo",Newell,34264471153,3,,0,,,,,,,,,228571,,,
"1818","Juice Extractor 3 in 1 XXL Stainless Steel",Newell,34264471177,3,,0,,,,,,,,,436975,,,
"1819","XXL Juice Extractor with Auto Clean, Stainless Steel",Newell,34264471146,3,,0,,,,,,,,,326891,,,
"1820","XXL Juice Extractor with Auto Clean, Candy Apple Red",Newell,34264471542,3,,0,,,,,,,,,326891,,,
"1821","Batidora Manual ",Newell,34264427884,3,,0,,,,,,,,,55042,,,
"1822","Batidora de Mano y de Pedestal",Newell,34264462465,3,,0,,,,,,,,,114286,,,
"1823","Horno Tostador Negro",Newell,34264438279,10,,0,,,,,,,,,84874,,,
"1824","Horno Tostador Cromado",Newell,34264451575,10,,0,,,,,,,,,97479,,,
"1825","Horno Tostador Cromado ",Newell,34264466104,10,,0,,,,,,,,,90756,,,
"1826","Horno Tostador Cromado ",Newell,34264474895,10,,0,,,,,,,,,161345,,,
"1827","Horno Tostador Gourmet collection",Newell,34264452541,10,,0,,,,,,,,,233613,,,
"1828","Horno French Style ",Newell,34264477582,10,,0,,,,,,,,,379832,,,
"1829","Batidora Planetaria",Newell,34264464124,10,,0,,,,,,,,,470588,,,
"1830","Batidora Inmersión con Picatodo",Newell,34264411883,10,,0,,,,,,,,,63445,,,
"1831","Batidora Inmersión",Newell,34264467101,10,,0,,,,,,,,,110504,,,
"1832","Batidora inmersion 4 en 1, vel ajustable Negra",Newell,34264469440,10,,0,,,,,,,,,147059,,,
"1833","Batidora inmersion 4 en 1, vel ajustable Roja",Newell,34264469402,10,,0,,,,,,,,,147059,,,
"1834","Batidora Fuente de Soda Roja",Newell,34264485556,4,,0,,,,,,,,,347899,,,
"1835","Picatodo Rojo Oster",Newell,34264455528,4,,0,,,,,,,,,63445,,,
"1836","Picatodo",Newell,34264426276,4,,0,,,,,,,,,58403,,,
"1837","Mini Picatodo  Negro",Newell,34264475229,4,,0,,,,,,,,,34874,,,
"1838","Tostadora Paredes Frias Gourmet Colection",Newell,34264458796,4,,0,,,,,,,,,90756,,,
"1839","Sanduchera Compacta Blanca",Newell,34264480964,4,,0,,,,,,,,,52101,,,
"1840","Sanduchera Compacta Roja",Newell,34264480995,4,,0,,,,,,,,,52101,,,
"1841","Sandwichera Compacta",Newell,34264467026,4,,0,,,,,,,,,37395,,,
"1842","Sandwichera Negra",Newell,34264408487,4,,0,,,,,,,,,58403,,,
"1843","Panini Grill Compacta",Newell,34264464445,4,,0,,,,,,,,,76471,,,
"1844","Panini Grill 4 rebanadas",Newell,34264430303,4,,0,,,,,,,,,125210,,,
"1845","Plancha Sandwichera 3 en 1",Newell,34264061613,4,,0,,,,,,,,,109244,,,
"1846","Plancha Sadwichera",Newell,34264465091,4,,0,,,,,,,,,134454,,,
"1847","Plancha multiuso Instant Gourmet",Newell,34264468344,4,,0,,,,,,,,,57563,,,
"1848","Parrilla para interiores Bioceramic",Newell,34264465053,4,,0,,,,,,,,,109664,,,
"1849","Arrocera Multiusos Gris",Newell,34264476264,4,,0,,,,,,,,,39916,,,
"1850","Arrocera Multiusos Gris ",Newell,34264446564,4,,0,,,,,,,,,45798,,,
"1851","Arrocera Multiusos Roja ",Newell,34264421202,4,,0,,,,,,,,,45798,,,
"1852","Arrocera Multiusos Negra",Newell,34264453418,4,,0,,,,,,,,,48319,,,
"1853","Arrocera blanca ",Newell,34264488014,4,,0,,,,,,,,,56723,,,
"1854","Arrocera Negra",Newell,34264487987,4,,0,,,,,,,,,56723,,,
"1855","Arrocera Multiusos ",Newell,34264428041,4,,0,,,,,,,,,79832,,,
"1856","Arrocera Multiusos Funcion Sofrito",Newell,34264427983,4,,0,,,,,,,,,89076,,,
"1857","Arrocera Multiusos",Newell,34264428010,4,,0,,,,,,,,,100840,,,
"1858","Arrocera Multiusos",Newell,34264416055,4,,0,,,,,,,,,79832,,,
"1859","Arrocera Multiusos Kiwi",Newell,34264472983,4,,0,,,,,,,,,89076,,,
"1860","Arrocera Multiusos vaporera Sandia",Newell,34264473041,4,,0,,,,,,,,,89076,,,
"1861","Arrocera Multiusos  ",Newell,34264473034,4,,0,,,,,,,,,89076,,,
"1862","Arrocera Multiusos Negra ",Newell,34264427976,4,,0,,,,,,,,,65966,,,
"1863","Arrocera Multiusos Roja",Newell,34264450783,4,,0,,,,,,,,,62605,,,
"1864","Arrocera Multifunción ",Newell,34264461314,4,,0,,,,,,,,,141176,,,
"1865","Olla Multiusos Negra",Newell,34264475151,4,,0,,,,,,,,,206723,,,
"1866","Olla Multiusos Roja",Newell,34264482982,4,,0,,,,,,,,,206723,,,
"1867","Licuadora Cromada",Newell,34264408654,4,,0,,,,,,,,,132773,,,
"1868","Licuadora Cromada",Newell,34264487857,4,,0,,,,,,,,,132773,,,
"1869","Licuadora Profesional",Newell,34264420335,4,,0,,,,,,,,,147059,,,
"1870","Licuadora Reversible Negra",Newell,34264420809,4,,0,,,,,,,,,165546,,,
"1871","Licuadora Reversible Roja",Newell,34264452268,4,,0,,,,,,,,,165546,,,
"1872","Licuadora Reversible Gris",Newell,34264429291,4,,0,,,,,,,,,165546,,,
"1873","Licuadora Reversible Gourmet Collection",Newell,34264459052,4,,0,,,,,,,,,195798,,,
"1874","Licuadora ",Newell,34264411135,4,,0,,,,,,,,,86555,,,
"1875","Licuadora Negra ",Newell,34264424166,4,,0,,,,,,,,,89076,,,
"1876","Licuadora Monterrey Roja",Newell,34264450127,4,,0,,,,,,,,,79832,,,
"1877","Licuadora Monterrey Sandía",Newell,34264452237,4,,0,,,,,,,,,79832,,,
"1878","Licuadora Monterrey Azul",Newell,34264452190,4,,0,,,,,,,,,79832,,,
"1879","Licuadora Blanca",Newell,34264477902,4,,0,,,,,,,,,115126,,,
"1880","Licuadora Roja",Newell,34264477926,4,,0,,,,,,,,,115126,,,
"1881","Licuadora Azul",Newell,34264477940,4,,0,,,,,,,,,115126,,,
"1882","Licuadora Rojo manzana",Newell,34264483125,4,,0,,,,,,,,,131933,,,
"1883","Licuadora Negra",Newell,34264483163,4,,0,,,,,,,,,131933,,,
"1884","Licuadora Rojo manzana",Newell,34264484054,4,,0,,,,,,,,,152101,,,
"1885","Licuadora Negra",Newell,34264484184,4,,0,,,,,,,,,152101,,,
"1886","Licuadora Monterrey Kiwi",Newell,34264446007,4,,0,,,,,,,,,66387,,,
"1887","Licuadora Monterrey Naranja",Newell,34264445987,4,,0,,,,,,,,,66387,,,
"1888","Licuadora Monterrey azul",Newell,34264445994,4,,0,,,,,,,,,66387,,,
"1889","Licuadora Monterrey Sandía",Newell,34264446014,4,,0,,,,,,,,,66387,,,
"1890","Licuadora Xpert 2 caballos de fuerza",Newell,34264469693,4,,0,,,,,,,,,326891,,,
"1891","Licuadora Xpert Pro",Newell,34264473546,4,,0,,,,,,,,,556303,,,
"1892","Licuadora Xpert Metalica",Newell,34264489530,4,,0,,,,,,,,,270588,,,
"1893","Sistema de Empaque al Vacio",Newell,53891104111,4,,0,,,,,,,,,326891,,,
"1894","Plancha Violeta",Newell,34264481886,4,,0,,,,,,,,,25630,,,
"1895","Plancha Roja",Newell,34264481930,4,,0,,,,,,,,,25630,,,
"1896","Plancha Turquesa",Newell,34264481923,4,,0,,,,,,,,,25630,,,
"1897","Plancha Negra",Newell,34264481893,4,,0,,,,,,,,,25630,,,
"1898","Plancha Aqua",Newell,34264481947,4,,0,,,,,,,,,25630,,,
"1899","Plancha Rosada",Newell,34264481909,4,,0,,,,,,,,,25630,,,
"1900","Plancha Con vapor",Newell,34264439627,4,,0,,,,,,,,,38655,,,
"1901","Plancha Vapor ",Newell,34264439511,4,,0,,,,,,,,,43277,,,
"1902","Plancha",Newell,34264463950,4,,0,,,,,,,,,46639,,,
"1903","Plancha Doble Vapor",Newell,34264463981,4,,0,,,,,,,,,48319,,,
"1904","Plancha Vapor Base Ceramica",Newell,34264464018,4,,0,,,,,,,,,54202,,,
"1905","Plancha Base Antiadherente ",Newell,34264448544,4,,0,,,,,,,,,64286,,,
"1906","Plancha Base Acero Inoxidable",Newell,34264448599,4,,0,,,,,,,,,68908,,,
"1907","Plancha Roja Nueva Tecnológica ",Newell,34264469167,4,,0,,,,,,,,,65966,,,
"1908","Plancha Violeta  Nueva tecnología ",Newell,34264469280,4,,0,,,,,,,,,78992,,,
"1909","Plancha Vapor Suela Ceramica Nueva tecnologia Café",Newell,34264469259,4,,0,,,,,,,,,78992,,,
"1910","Plancha Tecnologia Avanzada",Newell,34264473195,4,,0,,,,,,,,,110924,,,
"1911","Plancha Vapor Suela Ceramica Nueva",Newell,34264490338,4,,0,,,,,,,,,32773,,,
"1912","Ventilador Torre ",Newell,34264476639,4,,0,,,,,,,,,180672,,,
"1913","Cuchilla Pica Hielo 4 Aspas",Newell,34264487949,4,,0,,,,,,,,,8151,,,
"1914","Cuchilla Pica Hielo 6 aspas",Newell,34264427327,4,,0,,,,,,,,,12437,,,
"1915","Cuchilla Licuadora Xpert",Newell,34264477278,4,,0,,,,,,,,,44118,,,
"1916","Nuevo kit acople",Newell,34264445499,4,,0,,,,,,,,,4202,,,
"1917","Dos Anillo de Goma ",Newell,34264441231,4,,0,,,,,,,,,2941,,,
"1918","Tapa para Vaso de Licuadora ",Newell,34264441194,4,,0,,,,,,,,,7563,,,
"1919","Rosca vaso Licuadora ",Newell,34264441163,4,,0,,,,,,,,,4958,,,
"1920","Vaso de vidrio",Newell,34264000285,4,,0,,,,,,,,,21008,,,
"1921","Vaso de vidrio licuadora Monterrey",Newell,34264445482,4,,0,,,,,,,,,27311,,,
"1922","Tapa vaso vidrio licuadora Monterrey",Newell,34264445512,4,,0,,,,,,,,,5714,,,
"1923","Vaso de  vidrio para licuadora reversible",Newell,34264427310,4,,0,,,,,,,,,34034,,,
"1924","Vaso Plástico",Newell,34264061057,4,,0,,,,,,,,,11345,,,
"1925","Minivaso",Newell,34264061002,4,,0,,,,,,,,,8403,,,
"1926","Vaso Blend & go transparente",Newell,34264477322,4,,0,,,,,,,,,21429,,,
"1927","Vaso de Vidrio Xpert",Newell,34264477285,4,,0,,,,,,,,,73109,,,
"1928","Vaso de Tritan Licuadora Xpert",Newell,34264477292,4,,0,,,,,,,,,68067,,,
"1929","Licuadora Monterrey kiwi",Newell,34264452220,4,,0,,,,,,,,,79832,,,
"1958","Centro de Pierna Porcina ",Compañía Internacional de Alimentos Agropecuarios,carn0001,14,,0,,,,,,,,,14500,,,
"1959","Bola  de Pierna Porcina",Compañía Internacional de Alimentos Agropecuarios,carn0002,14,,0,,,,,,,,,14500,,,
"1960","Bota  de Res Porcina",Compañía Internacional de Alimentos Agropecuarios,carn0003,14,,0,,,,,,,,,14500,,,
"1961","Bola de Pierna Res",Compañía Internacional de Alimentos Agropecuarios,carn0004,14,,0,,,,,,,,,14200,,,
"1962","Bota Pierna  de Res ",Compañía Internacional de Alimentos Agropecuarios,carn0005,14,,0,,,,,,,,,14200,,,
"1963","Cadera",Compañía Internacional de Alimentos Agropecuarios,carn0006,14,,0,,,,,,,,,14200,,,
"1964","Pata de Cerdo Importada ",Compañía Internacional de Alimentos Agropecuarios,carn0007,14,,0,,,,,,,,,3800,,,
"1965","Hamed Punta de Lomo de Cerdo Importado",Compañía Internacional de Alimentos Agropecuarios,carn0008,14,,0,,,,,,,,,6600,,,
"1966","Sirloin- Lomo de Cerdo Importada ",Compañía Internacional de Alimentos Agropecuarios,carn0009,14,,0,,,,,,,,,8700,,,
"1967","Chuleta de Cerdo Importado",Compañía Internacional de Alimentos Agropecuarios,carn0010,14,,0,,,,,,,,,8000,,,
"1968","Puntas de Costilla",Compañía Internacional de Alimentos Agropecuarios,carn0011,14,,0,,,,,,,,,6500,,,
"1969","Costilla de Cerdo",Compañía Internacional de Alimentos Agropecuarios,carn0012,14,,0,,,,,,,,,11500,,,
"1970","Costilla de Cerdo Baby Back",Compañía Internacional de Alimentos Agropecuarios,carn0013,14,,0,,,,,,,,,11500,,,
"1971","Tocino Carnudo",Compañía Internacional de Alimentos Agropecuarios,carn0014,14,,0,,,,,,,,,9800,,,
"1972","Baileys ",Quick,5011013100156,2,,0,,,,,,,,,33740,,,
"1973","Black & White ",Quick,50196135,2,,0,,,,,,,,,22190,,,
"1974","Black & White 375 ml",Quick,50196166,2,,0,,,,,,,,,12775,,,
"1975","Buchanan´s 12 D´Luxe  ",Quick,50196395,2,,0,,,,,,,,,41172,,,
"1976","Buchanan´s D´Luxe",Quick,7707096284361,2,,0,,,,,,,,,69384,,,
"1977","Gordon’s London Dry Gin",Quick,50001289020701,2,,0,,,,,,,,,44731,,,
"1978","J.W Black Label",Quick,5000267024004,2,,0,,,,,,,,,66604,,,
"1979","J.W Black Label ",Quick,502267510,2,,0,,,,,,,,,39782,,,
"1980","J.W Red Label",Quick,5000267014074,2,,0,,,,,,,,,27023,,,
"1981","J.W Red Label",Quick,5000267014609,2,,0,,,,,,,,,17392,,,
"1982","Smirnoff Botella",Quick,5410316961882,2,,0,,,,,,,,,10057,,,
"1983","Whisky Old Parr",Quick,5000281003160,2,,0,,,,,,,,,66454,,,
"1984","Whisky Old Parr ",Quick,5000281005034,2,,0,,,,,,,,,50289,,,
"1985","Ron Medellin Añejo",Quick,7702049100576,2,,0,,,,,,,,,17594,,,
"1987","Cerveza Club Colombia Lata",Quick,7702004004451,2,,0,,,,,,,,,2132,,,
"1988","Cerveza Aguila Lata",Quick,7702004002860,2,,0,,,,,,,,,1725,,,
"1989","Cerveza Aguila Cero Lata ",Quick,7702004002921,2,,0,,,,,,,,,1900,,,
"1990","Cerveza Aguila Light Lata ",Quick,7702004001955,2,,0,,,,,,,,,1981,,,
"1991","Bebida Energizante Red Bull ",Quick,9002490100070,2,,0,,,,,,,,,4000,,,
"1992","Bebida Energizante Red Bull Light",Quick,9002490206666,2,,0,,,,,,,,,4000,,,
"1994","Pollo Bolsa Congelado",Pollos El Bucanero,31652,9,,0,,,,,,,,,8400,,,
"1995","Medio  Pollo  Despresado",Pollos El Bucanero,32602,9,,0,,,,,,,,,4700,,,
"1996","Filete Porción",Pollos El Bucanero,33802,9,,0,,,,,,,,,16100,,,
"1997","Muslo Bandeja Congelado",Pollos El Bucanero,35102,9,,0,,,,,,,,,6700,,,
"1998","Ala Pasaboca BBQ",Pollos El Bucanero,51702,9,,0,,,,,,,,,7000,,,
"1999","Ala Picante Pasaboca",Pollos El Bucanero,51712,9,,0,,,,,,,,,7000,,,
"2000","Alas Finas/Hierbas  Pasabocas",Pollos El Bucanero,51722,9,,0,,,,,,,,,7000,,,
"2001","Alas Miel Mostaza",Pollos El Bucanero,51782,9,,0,,,,,,,,,7200,,,
"2002","Chuzos",Pollos El Bucanero,51802,9,,0,,,,,,,,,20700,,,
"2003","Recorte con Pechuga",Pollos El Bucanero,38652,9,,0,,,,,,,,,3800,,,
"2004","Medio Pollo Campesino",Pollos El Bucanero,32592,9,,0,,,,,,,,,6900,,,
"2005","Pechuga Bandeja #7",Pollos El Bucanero,33072,9,,0,,,,,,,,,7900,,,
"2006","Contramuslo Bandeja",Pollos El Bucanero,36052,9,,0,,,,,,,,,4500,,,
"2007","Bandeja de Pernil",Pollos El Bucanero,34072,9,,0,,,,,,,,,5100,,,
"2008","Minichuzo Bolsa",Pollos El Bucanero,51832,9,,0,,,,,,,,,6303,,,
